DocumentName,ColorNumber,MostFrequentColor,SecondMostFrequentColordata_detection_images_1-10.jpeg,26,"(255, 250, 250)","(248, 248, 255)"
immobilier Upside L'atelier -7.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution Programme immo  Clichy-12.jpeg,17,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-2.jpeg,21,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution programme immo Argenteuil-1.jpeg,6,"(255, 250, 250)","(47, 79, 79)"
Risques et pollution programme immo Argenteuil-3.jpeg,6,"(255, 250, 250)","(47, 79, 79)"
Risques et pollution programme immo Gardenia-3.jpeg,5,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia-4.jpeg,4,"(255, 250, 250)","(248, 248, 255)"
2-0.jpeg,3,"(230, 230, 250)","(255, 250, 250)"
2-1.jpeg,3,"(230, 230, 250)","(255, 250, 250)"
2-2.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
2-3.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
2-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
2-5.jpeg,4,"(255, 250, 250)","(230, 230, 250)"
2-6.jpeg,4,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-0.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-1.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-11.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-12.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-13.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-14.jpeg,4,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-15.jpeg,14,"(255, 250, 250)","(250, 240, 230)"
data_detection_images_1-16.jpeg,5,"(255, 250, 250)","(250, 240, 230)"
data_detection_images_1-18.jpeg,4,"(255, 250, 250)","(250, 240, 230)"
data_detection_images_1-19.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-2.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-21.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-23.jpeg,9,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-25.jpeg,7,"(248, 248, 255)","(255, 250, 250)"
data_detection_images_1-26.jpeg,4,"(248, 248, 255)","(255, 250, 250)"
data_detection_images_1-27.jpeg,5,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-28.jpeg,4,"(248, 248, 255)","(255, 250, 250)"
data_detection_images_1-29.jpeg,16,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-3.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-30.jpeg,4,"(248, 248, 255)","(255, 250, 250)"
data_detection_images_1-32.jpeg,5,"(248, 248, 255)","(255, 250, 250)"
data_detection_images_1-34.jpeg,4,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-35.jpeg,12,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-36.jpeg,3,"(248, 248, 255)","(230, 230, 250)"
data_detection_images_1-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-38.jpeg,10,"(230, 230, 250)","(255, 250, 250)"
data_detection_images_1-39.jpeg,3,"(248, 248, 255)","(255, 250, 250)"
data_detection_images_1-4.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
data_detection_images_1-40.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-41.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-42.jpeg,3,"(230, 230, 250)","(255, 250, 250)"
data_detection_images_1-43.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-44.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
data_detection_images_1-45.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-0.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-1.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-10.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-11.jpeg,6,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-12.jpeg,4,"(230, 230, 250)","(255, 250, 250)"
Diagnostics programme immo L'Etang la ville-13.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-14.jpeg,4,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-15.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-17.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-18.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-19.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-2.jpeg,5,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-20.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-22.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-23.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-24.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-25.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-26.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-27.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-28.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-29.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-3.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-31.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-32.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-33.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-34.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-35.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-38.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-39.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-40.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-41.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Diagnostics programme immo L'Etang la ville-6.jpeg,4,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-7.jpeg,4,"(255, 250, 250)","(248, 248, 255)"
Diagnostics programme immo L'Etang la ville-8.jpeg,14,"(248, 248, 255)","(255, 250, 250)"
Diagnostics programme immo L'Etang la ville-9.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier  2-0.jpeg,5,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier  2-1.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
immobilier Upside L'atelier  2-2.jpeg,9,"(230, 230, 250)","(255, 240, 245)"
immobilier Upside L'atelier  2-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier  2-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier  2-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier  2-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier -1.jpeg,5,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier -10.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier -11.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier -2.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
immobilier Upside L'atelier -3.jpeg,9,"(230, 230, 250)","(255, 240, 245)"
immobilier Upside L'atelier -8.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
immobilier Upside L'atelier -9.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-0.jpeg,9,"(230, 230, 250)","(255, 250, 250)"
Risques et pollution Programme immo  Clichy-1.jpeg,10,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution Programme immo  Clichy-10.jpeg,10,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-11.jpeg,8,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-13.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution Programme immo  Clichy-14.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-15.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-16.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-17.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-18.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-19.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-20.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-21.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-22.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-23.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-24.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-25.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-26.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-27.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-28.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-29.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-3.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution Programme immo  Clichy-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-31.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-32.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-33.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-34.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-35.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-36.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution Programme immo  Clichy-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-38.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-39.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution Programme immo  Clichy-8.jpeg,5,"(230, 230, 250)","(248, 248, 255)"
Risques et pollution Programme immo  Clichy-9.jpeg,21,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-0.jpeg,5,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-10.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution programme immo Argenteuil-11.jpeg,7,"(230, 230, 250)","(255, 250, 250)"
Risques et pollution programme immo Argenteuil-12.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-13.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-14.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-15.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-2.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Argenteuil-9.jpeg,5,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia (1)-0.jpeg,4,"(230, 230, 250)","(255, 250, 250)"
Risques et pollution programme immo Gardenia (1)-1.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution programme immo Gardenia (1)-2.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia (1)-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia (1)-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia (1)-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia (1)-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia-0.jpeg,4,"(230, 230, 250)","(255, 250, 250)"
Risques et pollution programme immo Gardenia-1.jpeg,3,"(255, 250, 250)","(248, 248, 255)"
Risques et pollution programme immo Gardenia-2.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Risques et pollution programme immo Gardenia-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Suite programme Gardenia.jpeg,3,"(255, 250, 250)","(230, 230, 250)"
Synthése dossier technique progrmme immo Argenteuil-0.jpeg,28,"(230, 230, 250)","(248, 248, 255)"
Synthése dossier technique progrmme immo Argenteuil-1.jpeg,26,"(230, 230, 250)","(70, 130, 180)"
Synthése dossier technique progrmme immo Argenteuil-2.jpeg,25,"(255, 250, 250)","(230, 230, 250)"
